speedKMH,currentTime,throttle,brake,clutch
0.014,0:29:769,0,0,1
0.019,0:29:781,0,0,1
0.017,0:29:787,0,0,1
0.016,0:29:802,0,0,1
0.013,0:29:805,0,0,1
0.014,0:29:820,0,0,1
0.016,0:29:826,0,0,1
0.016,0:29:841,0,0,1
0.014,0:29:847,0,0,1
0.014,0:29:859,0,0,1
0.014,0:29:865,0,0,1
0.015,0:29:877,0,0,1
0.014,0:29:886,0,0,1
0.014,0:29:898,0,0,1
0.013,0:29:910,0,0,1
0.014,0:29:919,0,0,1
0.014,0:29:931,0,0,1
0.014,0:29:937,0,0,1
0.013,0:29:949,0,0,1
0.013,0:29:958,0,0,1
0.013,0:29:970,0,0,1
0.035,0:29:982,0.057,0,1
0.071,0:29:988,0.099,0,1
0.093,0:30:003,0.115,0,1
0.113,0:30:009,0.154,0,1
0.139,0:30:021,0.226,0,1
0.156,0:30:027,0.279,0,1
0.171,0:30:039,0.366,0,1
0.191,0:30:045,0.424,0,1
0.231,0:30:060,0.507,0,1
0.266,0:30:066,0.558,0,1
0.301,0:30:078,0.604,0,1
0.351,0:30:093,0.643,0,1
0.394,0:30:099,0.708,0,1
0.439,0:30:111,0.721,0,1
0.484,0:30:117,0.745,0,1
0.542,0:30:129,0.769,0,1
0.588,0:30:138,0.8,0,1
0.652,0:30:150,0.828,0,1
0.7,0:30:156,0.855,0,1
0.748,0:30:168,0.871,0,1
0.812,0:30:183,0.892,0,1
0.845,0:30:189,0.892,0,1
0.911,0:30:201,0.914,0,1
0.977,0:30:207,0.921,0,1
1.026,0:30:219,0.927,0,1
1.08,0:30:228,0.933,0,1
1.143,0:30:237,0.942,0,1
1.206,0:30:246,0.95,0,1
1.245,0:30:258,0.959,0,1
1.322,0:30:273,0.976,0,1
1.369,0:30:279,0.993,0,1
1.427,0:30:291,1,0,1
1.477,0:30:297,1,0,1
1.53,0:30:309,1,0,1
1.606,0:30:318,1,0,1
1.654,0:30:330,1,0,1
1.732,0:30:336,1,0,1
1.778,0:30:351,1,0,1
1.842,0:30:357,1,0,1
1.902,0:30:369,1,0,1
1.966,0:30:375,1,0,1
2.033,0:30:387,1,0,1
2.09,0:30:402,1,0,1
2.136,0:30:405,1,0,1
2.212,0:30:420,1,0,1
2.246,0:30:426,1,0,1
2.322,0:30:441,1,0,1
2.39,0:30:453,1,0,1
2.444,0:30:459,1,0,1
2.516,0:30:471,0.995,0,1
2.571,0:30:477,0.977,0,1
2.622,0:30:492,0.951,0,1
2.673,0:30:498,0.921,0,1
2.737,0:30:510,0.87,0,1
2.786,0:30:516,0.826,0,1
2.83,0:30:531,0.754,0,1
2.888,0:30:537,0.699,0,1
2.912,0:30:549,0.67,0,1
2.96,0:30:555,0.58,0,1
3.002,0:30:570,0.482,0,1
3.031,0:30:573,0.414,0,1
3.051,0:30:588,0.311,0,1
3.077,0:30:594,0.215,0,1
3.086,0:30:609,0.162,0,1
3.097,0:30:621,0.14,0,1
3.114,0:30:627,0.081,0,1
3.131,0:30:642,0.066,0,1
3.144,0:30:645,0.053,0,1
3.159,0:30:660,0.03,0,1
3.166,0:30:666,0.021,0,1
3.185,0:30:681,0,0,1
3.204,0:30:687,0,0,1
3.216,0:30:699,0,0,1
3.232,0:30:711,0,0,1
3.246,0:30:717,0,0,1
3.26,0:30:732,0,0,1
3.273,0:30:738,0,0,1
3.285,0:30:750,0,0,1
3.302,0:30:756,0,0,1
3.316,0:30:771,0,0,1
3.334,0:30:777,0,0,1
3.342,0:30:789,0,0,1
3.346,0:30:795,0,0.028,1
3.33,0:30:810,0,0.052,1
3.284,0:30:813,0,0.08,1
3.231,0:30:828,0,0.098,1
3.139,0:30:843,0,0.134,1
3.044,0:30:849,0,0.16,1
2.925,0:30:861,0,0.19,1
2.726,0:30:867,0,0.244,1
2.537,0:30:879,0,0.309,1
2.306,0:30:885,0,0.356,1
1.952,0:30:900,0,0.432,1
1.754,0:30:906,0,0.432,1
1.315,0:30:918,0,0.535,1
0.834,0:30:927,0,0.587,1
0.46,0:30:939,0,0.663,1
0.1,0:30:945,0,0.711,1
0.299,0:30:957,0,0.783,1
0.455,0:30:972,0,0.827,1
0.496,0:30:978,0,0.87,1
0.406,0:30:990,0,0.928,1
0.254,0:30:996,0,0.964,1
0.129,0:31:008,0,1,1
0.309,0:31:017,0,1,1
0.501,0:31:029,0,1,1
0.674,0:31:041,0,1,1
0.682,0:31:047,0,1,1
0.073,0:31:062,0,1,1
0.046,0:31:068,0,1,1
0.021,0:31:080,0,1,1
0.009,0:31:086,0,1,1
0.016,0:31:101,0,1,1
0.025,0:31:107,0,1,1
0.033,0:31:119,0,1,1
0.039,0:31:125,0,1,1
0.045,0:31:140,0,1,1
0.049,0:31:146,0,1,1
0.052,0:31:158,0,1,1
0.055,0:31:170,0,1,1
0.058,0:31:179,0,1,1
0.059,0:31:191,0,1,1
0.061,0:31:197,0,1,1
0.062,0:31:209,0,1,1
0.062,0:31:215,0,1,1
0.063,0:31:230,0,0.981,1
0.064,0:31:242,0,0.92,1
0.064,0:31:248,0,0.903,1
0.064,0:31:263,0,0.843,1
0.065,0:31:269,0,0.801,1
0.065,0:31:281,0,0.759,1
0.065,0:31:287,0,0.693,1
0.066,0:31:302,0,0.627,1
0.066,0:31:308,0,0.562,1
0.066,0:31:320,0,0.52,1
0.063,0:31:332,0,0.476,1
0.057,0:31:338,0,0.435,1
0.047,0:31:344,0,0.373,1
0.037,0:31:359,0,0.334,1
0.027,0:31:371,0,0.297,1
0.022,0:31:377,0,0.247,1
0.023,0:31:392,0,0.214,1
0.024,0:31:398,0,0.182,1
0.019,0:31:410,0,0.137,1
0.011,0:31:416,0,0.096,1
0.01,0:31:428,0,0.071,1
0.012,0:31:437,0,0.038,1
0.018,0:31:449,0,0,1
0.021,0:31:461,0,0,1
0.013,0:31:467,0,0,1
0.014,0:31:482,0,0,1
0.018,0:31:488,0,0,1
0.018,0:31:500,0.02,0,1
0.06,0:31:506,0.032,0,1
0.099,0:31:521,0.046,0,1
0.126,0:31:527,0.085,0,1
0.147,0:31:539,0.128,0,1
0.166,0:31:545,0.162,0,1
0.176,0:31:557,0.236,0,1
0.18,0:31:572,0.296,0,1
0.193,0:31:578,0.33,0,1
0.227,0:31:590,0.435,0,1
0.255,0:31:596,0.538,0,1
0.285,0:31:608,0.572,0,1
0.336,0:31:617,0.691,0,1
0.366,0:31:629,0.715,0,1
0.446,0:31:635,0.777,0,1
0.491,0:31:650,0.826,0,1
0.537,0:31:653,0.865,0,1
0.588,0:31:668,0.889,0,1
0.658,0:31:674,0.91,0,1
0.708,0:31:689,0.931,0,1
0.757,0:31:701,0.95,0,1
0.825,0:31:707,0.979,0,1
0.88,0:31:722,1,0,1
0.934,0:31:728,1,0,1
0.986,0:31:740,1,0,1
1.037,0:31:746,1,0,1
1.111,0:31:758,1,0,1
1.165,0:31:767,1,0,1
1.238,0:31:779,1,0,1
1.295,0:31:785,1,0,1
1.356,0:31:797,1,0,1
1.41,0:31:812,1,0,1
1.47,0:31:818,1,0,1
1.535,0:31:830,1,0,1
1.596,0:31:836,1,0,1
1.638,0:31:851,1,0,1
1.722,0:31:857,1,0,1
1.751,0:31:869,1,0,1
1.846,0:31:881,1,0,1
1.889,0:31:890,1,0,1
1.949,0:31:902,1,0,1
2,0:31:908,1,0,1
2.056,0:31:920,1,0,1
2.126,0:31:926,1,0,1
2.177,0:31:941,1,0,1
2.233,0:31:947,1,0,1
2.302,0:31:959,1,0,1
2.36,0:31:965,1,0,1
2.408,0:31:980,1,0,1
2.466,0:31:986,1,0,1
2.534,0:31:998,1,0,1
2.608,0:32:010,1,0,1
2.66,0:32:019,1,0,1
2.714,0:32:031,1,0,1
2.785,0:32:037,1,0,1
2.84,0:32:049,1,0,1
2.893,0:32:055,1,0,1
2.964,0:32:070,1,0,1
3.018,0:32:082,1,0,1
3.071,0:32:088,1,0,1
3.143,0:32:103,1,0,1
3.178,0:32:109,1,0,1
3.25,0:32:121,1,0,1
3.322,0:32:127,1,0,1
3.375,0:32:139,1,0,1
3.429,0:32:148,1,0,1
3.482,0:32:157,1,0,1
3.554,0:32:166,1,0,1
3.608,0:32:178,1,0,1
3.661,0:32:184,1,0,1
3.731,0:32:199,1,0,1
3.784,0:32:205,1,0,1
3.857,0:32:217,1,0,1
3.893,0:32:226,1,0,1
3.963,0:32:238,1,0,1
4.033,0:32:250,1,0,1
4.088,0:32:256,1,0,1
4.142,0:32:271,1,0,1
4.212,0:32:277,1,0,1
4.265,0:32:289,1,0,1
4.318,0:32:295,1,0,1
4.39,0:32:310,1,0,1
4.444,0:32:316,1,0,1
4.497,0:32:328,1,0,1
4.567,0:32:343,1,0,1
4.602,0:32:349,1,0,1
4.674,0:32:361,1,0,1
4.745,0:32:367,1,0,1
4.798,0:32:382,1,0,1
4.851,0:32:388,1,0,1
4.922,0:32:397,1,0,1
4.975,0:32:406,1,0,1
5.029,0:32:421,1,0,1
5.1,0:32:427,1,0,1
5.153,0:32:439,1,0,1
5.206,0:32:445,1,0,1
5.277,0:32:460,1,0,1
5.331,0:32:472,1,0,1
5.402,0:32:478,1,0,1
5.455,0:32:490,1,0,1
5.508,0:32:499,1,0,1
5.561,0:32:511,1,0,1
5.632,0:32:517,1,0,1
5.686,0:32:529,1,0,1
5.739,0:32:535,1,0,1
5.81,0:32:550,1,0,1
5.863,0:32:556,1,0,1
5.934,0:32:568,1,0,1
5.988,0:32:574,1,0,1
6.041,0:32:589,1,0,1
6.095,0:32:601,1,0,1
6.166,0:32:607,1,0,1
6.219,0:32:622,1,0,1
6.273,0:32:628,1,0,1
6.326,0:32:637,1,0,1
6.397,0:32:646,1,0,1
6.451,0:32:658,1,0,1
6.522,0:32:667,1,0,1
6.576,0:32:679,1,0,1
6.629,0:32:685,1,0,1
6.7,0:32:697,1,0,1
6.736,0:32:709,1,0,1
6.807,0:32:718,1,0,1
6.86,0:32:730,1,0,1
6.931,0:32:736,1,0,1
6.984,0:32:751,1,0,1
7.055,0:32:757,1,0,1
7.108,0:32:769,1,0,1
7.162,0:32:775,1,0,1
7.232,0:32:790,1,0,1
7.286,0:32:802,1,0,1
7.356,0:32:805,1,0,1
7.41,0:32:823,1,0,1
7.445,0:32:829,1,0,1
7.516,0:32:841,1,0,1
7.587,0:32:847,1,0,1
7.64,0:32:859,1,0,1
7.693,0:32:868,1,0,1
7.764,0:32:877,1,0,1
7.818,0:32:886,1,0,1
7.871,0:32:898,1,0,1
7.942,0:32:913,1,0,1
7.995,0:32:919,1,0,1
8.048,0:32:931,1,0,1
8.119,0:32:937,1,0,1
8.154,0:32:949,1,0,1
8.225,0:32:958,1,0,1
8.296,0:32:970,1,0,1
8.349,0:32:976,1,0,1
8.402,0:32:988,1,0,1
8.473,0:33:003,1,0,1
8.527,0:33:009,1,0,1
8.58,0:33:021,1,0,1
8.65,0:33:030,1,0,1
8.704,0:33:042,1,0,1
8.757,0:33:048,1,0,1
8.828,0:33:060,1,0,1
8.881,0:33:066,1,0,1
8.934,0:33:081,1,0,1
9.005,0:33:087,1,0,1
9.058,0:33:099,1,0,1
9.111,0:33:105,1,0,1
9.182,0:33:117,1,0,1
9.235,0:33:126,1,0,1
9.288,0:33:138,1,0,1
9.359,0:33:153,1,0,1
9.412,0:33:159,1,0,1
9.466,0:33:171,1,0,1
9.537,0:33:177,1,0,1
9.59,0:33:189,1,0,1
9.643,0:33:198,1,0,1
9.714,0:33:210,1,0,1
9.767,0:33:213,1,0,1
9.82,0:33:231,1,0,1
9.873,0:33:237,1,0,1
9.944,0:33:249,1,0,1
9.997,0:33:255,1,0,1
10.068,0:33:270,1,0,1
10.122,0:33:282,1,0,1
10.175,0:33:288,1,0,1
10.246,0:33:300,1,0,1
10.299,0:33:309,1,0,1
10.37,0:33:321,1,0,1
10.423,0:33:327,1,0,1
10.477,0:33:339,1,0,1
10.531,0:33:348,1,0,1
10.605,0:33:360,1,0,1
10.661,0:33:366,1,0,1
10.719,0:33:378,1,0,1
10.796,0:33:387,1,0,1
10.854,0:33:399,1,0,1
10.932,0:33:411,1,0,1
10.992,0:33:417,1,0,1
11.053,0:33:432,1,0,1
11.114,0:33:438,1,0,1
11.198,0:33:450,1,0,1
11.261,0:33:459,1,0,1
11.324,0:33:471,1,0,1
11.41,0:33:477,1,0,1
11.476,0:33:489,1,0,1
11.543,0:33:495,1,0,1
11.633,0:33:510,1,0,1
11.701,0:33:516,1,0,1
11.77,0:33:528,1,0,1
11.863,0:33:543,1,0,1
11.934,0:33:549,1,0,1
12.006,0:33:561,1,0,1
12.104,0:33:567,1,0,1
12.178,0:33:579,1,0,1
12.252,0:33:588,1,0,1
12.352,0:33:600,1,0,1
12.428,0:33:606,1,0,1
12.506,0:33:621,1,0,1
12.611,0:33:627,1,0,1
12.691,0:33:639,1,0,1
12.772,0:33:645,1,0,1
12.881,0:33:657,1,0,1
12.963,0:33:672,1,0,1
13.047,0:33:678,1,0,1
13.131,0:33:690,1,0,1
13.246,0:33:696,1,0,1
13.333,0:33:711,1,0,1
13.422,0:33:717,1,0,1
13.541,0:33:729,1,0,1
13.632,0:33:735,1,0,1
13.756,0:33:750,1,0,1
13.849,0:33:756,1,0,1
13.942,0:33:768,1,0,1
14.068,0:33:783,1,0,1
14.164,0:33:789,1,0,1
14.262,0:33:801,1,0,1
14.394,0:33:807,1,0,1
14.494,0:33:822,1,0,1
14.629,0:33:828,1,0,1
14.732,0:33:840,1,0,1
14.836,0:33:846,1,0,1
14.942,0:33:861,1,0,1
15.085,0:33:867,1,0,1
15.193,0:33:879,1,0,1
15.303,0:33:885,1,0,1
15.452,0:33:897,1,0,1
15.565,0:33:912,1,0,1
15.717,0:33:918,1,0,1
15.833,0:33:930,1,0,1
15.951,0:33:936,1,0,1
16.07,0:33:951,1,0,1
16.231,0:33:957,1,0,1
16.353,0:33:969,1,0,1
16.477,0:33:975,1,0,1
16.644,0:33:990,1,0,1
16.771,0:33:996,1,0,1
16.9,0:34:008,1,0,1
17.074,0:34:020,1,0,1
17.207,0:34:029,1,0,1
17.341,0:34:041,1,0,1
17.522,0:34:047,1,0,1
17.66,0:34:059,1,0,1
17.8,0:34:068,1,0,1
17.988,0:34:080,1,0,1
18.132,0:34:086,1,0,1
18.277,0:34:098,1,0,1
18.474,0:34:113,1,0,1
18.623,0:34:119,1,0,1
18.826,0:34:131,1,0,1
18.98,0:34:137,1,0,1
19.136,0:34:152,1,0,1
19.293,0:34:158,1,0,1
19.507,0:34:170,1,0,1
19.669,0:34:179,1,0,1
19.834,0:34:191,1,0,1
20.058,0:34:197,1,0,1
20.228,0:34:209,1,0,1
20.4,0:34:215,1,0,1
20.631,0:34:230,1,0,1
20.806,0:34:236,1,0,1
20.98,0:34:248,1,0,1
21.215,0:34:257,1,0,1
21.393,0:34:269,1,0,1
21.572,0:34:281,1,0,1
21.814,0:34:287,1,0,1
21.998,0:34:302,1,0,1
22.182,0:34:308,1,0,1
22.429,0:34:320,1,0,1
22.616,0:34:326,1,0,1
22.804,0:34:341,1,0,1
23.057,0:34:347,1,0,1
23.249,0:34:359,1,0,1
23.441,0:34:365,1,0,1
23.7,0:34:380,1,0,1
23.896,0:34:392,1,0,1
24.094,0:34:398,1,0,1
24.361,0:34:410,1,0,1
24.564,0:34:419,1,0,1
24.836,0:34:431,1,0,1
24.973,0:34:437,1,0,1
25.248,0:34:449,1,0,1
25.455,0:34:458,1,0,1
25.734,0:34:470,1,0,1
25.946,0:34:476,1,0,1
26.159,0:34:488,1,0,1
26.374,0:34:497,1,0,1
26.663,0:34:509,1,0,1
26.882,0:34:515,1,0,1
27.101,0:34:527,1,0,1
27.396,0:34:536,1,0,1
27.619,0:34:548,1,0,1
27.918,0:34:560,1,0,1
28.145,0:34:569,1,0,1
28.373,0:34:581,1,0,1
28.68,0:34:587,1,0,1
28.913,0:34:599,1,0,1
29.148,0:34:608,1,0,1
29.464,0:34:620,1,0,1
29.699,0:34:626,1,0,1
29.937,0:34:638,1,0,1
30.257,0:34:647,1,0,1
30.503,0:34:659,1,0,1
30.752,0:34:665,1,0,1
31.087,0:34:677,1,0,1
31.339,0:34:692,1,0,1
31.59,0:34:698,1,0,1
31.925,0:34:710,1,0,1
32.165,0:34:719,1,0,1
32.479,0:34:731,1,0,1
32.72,0:34:737,1,0,1
32.966,0:34:749,1,0,1
33.202,0:34:758,1,0,1
33.513,0:34:770,1,0,1
33.756,0:34:776,1,0,1
34.008,0:34:788,1,0,1
34.357,0:34:797,1,0,1
34.625,0:34:809,1,0,1
34.988,0:34:821,1,0,1
35.171,0:34:827,1,0,1
35.534,0:34:842,1,0,1
35.804,0:34:848,1,0,1
36.157,0:34:860,1,0,1
36.417,0:34:866,1,0,1
36.678,0:34:881,1,0,1
37.029,0:34:887,1,0,1
37.292,0:34:899,1,0,1
37.554,0:34:908,1,0,1
37.902,0:34:920,1,0,1
38.163,0:34:926,1,0,1
38.51,0:34:938,1,0,1
38.771,0:34:947,1,0,1
39.033,0:34:959,1,0,1
39.294,0:34:965,1,0,1
39.644,0:34:977,1,0,1
39.907,0:34:992,1,0,1
40.171,0:34:998,1,0,1
40.524,0:35:010,1,0,1
40.79,0:35:016,1,0,1
41.056,0:35:031,1,0,1
41.413,0:35:037,1,0,1
41.682,0:35:049,1,0,1
41.951,0:35:055,1,0,1
42.312,0:35:070,1,0,1
42.584,0:35:076,1,0,1
42.856,0:35:088,1,0,1
43.22,0:35:094,1,0,1
43.493,0:35:109,1,0,1
43.768,0:35:121,1,0,1
44.134,0:35:127,1,0,1
44.409,0:35:142,1,0,1
44.685,0:35:148,1,0,1
45.055,0:35:160,1,0,1
45.332,0:35:166,1,0,1
45.61,0:35:181,1,0,1
45.981,0:35:187,1,0,1
46.261,0:35:199,1,0,1
46.634,0:35:205,1,0,1
46.915,0:35:220,1,0,1
47.196,0:35:226,1,0,1
47.478,0:35:238,1,0,1
47.855,0:35:244,1,0,1
48.138,0:35:259,1,0,1
48.423,0:35:271,1,0,1
48.802,0:35:277,1,0,1
49.088,0:35:292,1,0,1
49.374,0:35:298,1,0,1
49.756,0:35:310,1,0,1
50.043,0:35:316,1,0,1
50.33,0:35:331,1,0,1
50.714,0:35:337,1,0,1
51.002,0:35:349,1,0,1
51.29,0:35:355,1,0,1
51.674,0:35:370,1,0,1
51.963,0:35:382,1,0,1
52.252,0:35:388,1,0,1
52.638,0:35:400,1,0,1
52.928,0:35:409,1,0,1
53.217,0:35:421,1,0,1
53.604,0:35:427,1,0,1
53.894,0:35:439,1,0,1
54.184,0:35:448,1,0,1
54.571,0:35:460,1,0,1
54.861,0:35:466,1,0,1
55.151,0:35:478,1,0,1
55.539,0:35:487,1,0,1
55.829,0:35:499,1,0,1
56.12,0:35:505,1,0,1
56.508,0:35:517,1,0,1
56.799,0:35:532,1,0,1
57.09,0:35:538,1,0,1
57.478,0:35:550,1,0,1
57.769,0:35:556,1,0,1
58.061,0:35:571,1,0,1
58.449,0:35:577,1,0,1
58.74,0:35:589,1,0,1
59.031,0:35:595,1,0,1
59.323,0:35:610,1,0,1
59.711,0:35:616,1,0,1
60.003,0:35:628,1,0,1
60.391,0:35:643,1,0,1
60.683,0:35:649,1,0,1
60.974,0:35:655,1,0,1
61.363,0:35:670,1,0,1
61.654,0:35:676,1,0,1
61.946,0:35:688,1,0,1
62.335,0:35:700,1,0,1
62.626,0:35:709,1,0,1
62.917,0:35:721,1,0,1
63.304,0:35:727,1,0,1
63.595,0:35:742,1,0,1
63.886,0:35:748,1,0,1
64.177,0:35:760,1,0,1
64.564,0:35:766,1,0,1
64.854,0:35:781,1,0,1
65.145,0:35:787,1,0,1
65.531,0:35:802,1,0,1
65.821,0:35:808,1,0,1
66.11,0:35:820,1,0,1
66.495,0:35:826,1,0,1
66.784,0:35:841,1,0,1
67.169,0:35:847,1,0,1
67.458,0:35:859,1,0,1
67.746,0:35:865,1,0,1
68.13,0:35:880,1,0,1
68.418,0:35:886,1,0,1
68.705,0:35:898,1,0,1
69.088,0:35:907,1,0,1
69.375,0:35:919,1,0,1
69.662,0:35:925,1,0,1
70.044,0:35:940,1,0,1
70.33,0:35:946,1,0,1
70.615,0:35:958,1,0,1
70.996,0:35:964,1,0,1
71.28,0:35:979,1,0,1
71.565,0:35:991,1,0,1
71.943,0:35:997,1,0,1
72.226,0:36:012,1,0,1
72.603,0:36:018,1,0,1
72.885,0:36:030,1,0,1
73.167,0:36:036,1,0,1
73.448,0:36:051,1,0,1
73.729,0:36:057,1,0,1
74.101,0:36:069,1,0,1
74.38,0:36:078,1,0,1
74.751,0:36:090,1,0,1
75.028,0:36:096,1,0,1
75.305,0:36:111,1,0,1
75.673,0:36:117,1,0,1
75.948,0:36:129,1,0,1
76.222,0:36:135,1,0,1
76.586,0:36:150,1,0,1
76.859,0:36:156,1,0,1
77.13,0:36:171,1,0,1
77.491,0:36:177,1,0,1
77.76,0:36:189,1,0,1
78.029,0:36:195,1,0,1
78.386,0:36:210,1,0,1
78.652,0:36:216,1,0,1
79.006,0:36:228,1,0,1
79.269,0:36:237,1,0,1
79.532,0:36:249,1,0,1
79.794,0:36:255,1,0,1
80.054,0:36:270,1,0,1
80.399,0:36:276,1,0,1
80.655,0:36:288,1,0,1
80.909,0:36:294,1,0,1
81.244,0:36:309,1,0,1
81.373,0:36:315,1,0,1
81.466,0:36:330,1,0,1
81.51,0:36:342,1,0,1
81.531,0:36:348,1,0,1
81.523,0:36:360,1,0,1
81.491,0:36:369,1,0,1
81.434,0:36:381,1,0,1
81.317,0:36:387,1,0,1
81.199,0:36:402,0.978,0,1
81.053,0:36:408,0.95,0,1
80.818,0:36:420,0.889,0,1
80.685,0:36:426,0.831,0,1
80.597,0:36:441,0.76,0,1
80.468,0:36:447,0.635,0,1
80.364,0:36:459,0.492,0,1
80.255,0:36:468,0.391,0,1
80.098,0:36:480,0.24,0,1
79.976,0:36:486,0.148,0,1
79.86,0:36:501,0.106,0,1
79.734,0:36:507,0.045,0,1
79.643,0:36:519,0,0,1
79.545,0:36:525,0,0,1
79.405,0:36:540,0,0,1
79.294,0:36:546,0,0,1
79.18,0:36:558,0,0,1
79.024,0:36:567,0,0,1
78.904,0:36:579,0,0,1
78.783,0:36:585,0,0,1
78.619,0:36:597,0,0,1
78.495,0:36:612,0,0,1
78.371,0:36:618,0,0,1
78.205,0:36:624,0,0,1
78.079,0:36:639,0,0,1
77.911,0:36:651,0,0,1
77.785,0:36:657,0,0,1
77.658,0:36:672,0,0,1
77.529,0:36:678,0,0,1
77.357,0:36:690,0,0,1
77.227,0:36:699,0,0,1
77.098,0:36:711,0,0,1
76.932,0:36:717,0,0,1
76.811,0:36:729,0,0,1
76.695,0:36:738,0,0,1
76.544,0:36:750,0,0,1
76.432,0:36:756,0,0,1
76.325,0:36:771,0,0,1
76.187,0:36:777,0,0,1
76.089,0:36:789,0,0,1
75.993,0:36:795,0,0,1
75.867,0:36:810,0,0,1
75.775,0:36:816,0,0,1
75.682,0:36:828,0,0,1
75.56,0:36:837,0,0,1
75.468,0:36:849,0,0,1
75.376,0:36:855,0,0,1
75.254,0:36:870,0,0,1
75.162,0:36:876,0,0,1
75.071,0:36:888,0,0,1
74.949,0:36:903,0,0,1
74.858,0:36:909,0,0,1
74.736,0:36:921,0,0,1
74.646,0:36:930,0,0,1
74.555,0:36:942,0,0,1
74.465,0:36:948,0,0,1
74.375,0:36:957,0,0,1
74.255,0:36:969,0,0,1
74.165,0:36:975,0,0,1
74.076,0:36:990,0,0,1
73.957,0:36:996,0,0,1
73.868,0:37:008,0,0,1
73.779,0:37:017,0,0,1
73.662,0:37:029,0,0,1
73.573,0:37:035,0,0,1
73.456,0:37:050,0,0,1
73.369,0:37:056,0,0,1
73.281,0:37:068,0,0,1
73.165,0:37:077,0,0,1
73.078,0:37:089,0,0,1
72.988,0:37:095,0,0,1
72.763,0:37:110,0,0,1
72.579,0:37:116,0,0,1
72.342,0:37:131,0,0,1
71.949,0:37:137,0,0,1
71.684,0:37:149,0,0,1
71.437,0:37:158,0,0,1
71.311,0:37:170,0,0,1
71.214,0:37:176,0,0,1
71.142,0:37:191,0,0,1
71.07,0:37:197,0,0,1
70.989,0:37:212,0,0,1
70.91,0:37:218,0,0,1
70.812,0:37:224,0,0,1
70.752,0:37:239,0,0,1
70.696,0:37:245,0,0,1
70.621,0:37:260,0,0,1
70.564,0:37:266,0,0,1
70.505,0:37:281,0,0,1
70.425,0:37:287,0,0,1
70.365,0:37:302,0,0,1
70.291,0:37:308,0,0,1
70.259,0:37:320,0,0,1
70.219,0:37:329,0,0,1
70.174,0:37:341,0,0,1
70.127,0:37:347,0,0,1
70.054,0:37:356,0,0,1
70.035,0:37:368,0,0,1
69.946,0:37:374,0,0,1
69.84,0:37:389,0,0,1
69.703,0:37:401,0,0,1
69.526,0:37:410,0,0,1
69.293,0:37:422,0,0,1
69.088,0:37:428,0,0,1
68.851,0:37:443,0,0,1
68.68,0:37:449,0,0,1
68.466,0:37:461,0,0,1
68.318,0:37:470,0,0,1
68.18,0:37:482,0,0,1
68.055,0:37:488,0,0,1
67.907,0:37:497,0,0,1
67.809,0:37:509,0,0,1
67.719,0:37:521,0,0,1
67.634,0:37:530,0,0,1
67.526,0:37:536,0,0,1
67.452,0:37:548,0,0,1
67.358,0:37:563,0,0,1
67.286,0:37:569,0,0,1
67.206,0:37:575,0,0,1
67.124,0:37:587,0,0,1
67.011,0:37:602,0,0,1
66.929,0:37:608,0,0,1
66.849,0:37:620,0,0,1
66.748,0:37:626,0,0,1
66.677,0:37:641,0,0,1
66.586,0:37:647,0,0,1
66.518,0:37:659,0,0,1
66.426,0:37:668,0,0,1
66.355,0:37:680,0,0,1
66.283,0:37:686,0,0,1
66.212,0:37:698,0,0,1
66.116,0:37:707,0,0,1
66.046,0:37:719,0,0,1
65.976,0:37:725,0,0,1
65.884,0:37:740,0,0,1
65.816,0:37:752,0,0,1
65.748,0:37:758,0,0,1
65.659,0:37:770,0,0,1
65.592,0:37:779,0,0,1
65.526,0:37:791,0,0,1
65.437,0:37:797,0,0,1
65.371,0:37:812,0,0,1
65.305,0:37:818,0,0,1
65.216,0:37:830,0,0,1
65.148,0:37:836,0,0,1
65.08,0:37:851,0,0,1
64.988,0:37:857,0,0,1
64.921,0:37:869,0,0,1
64.856,0:37:875,0,0,1
64.769,0:37:890,0,0,1
64.704,0:37:896,0,0,1
64.639,0:37:908,0,0,1
64.552,0:37:917,0,0,1
64.487,0:37:929,0,0,1
64.423,0:37:935,0,0,1
64.337,0:37:950,0,0,1
64.274,0:37:956,0,0,1
64.189,0:37:968,0,0,1
64.125,0:37:980,0,0,1
64.062,0:37:989,0,0,1
63.999,0:38:001,0,0,1
63.936,0:38:007,0,0,1
63.852,0:38:022,0,0,1
63.789,0:38:028,0,0,1
63.704,0:38:040,0,0,1
63.641,0:38:046,0,0,1
63.578,0:38:061,0,0,1
63.494,0:38:067,0,0,1
63.431,0:38:079,0,0,1
63.369,0:38:085,0,0,1
63.287,0:38:100,0.027,0,1
63.228,0:38:106,0.04,0,1
63.176,0:38:118,0.054,0,1
63.122,0:38:127,0.069,0,1
63.091,0:38:139,0.096,0,1
63.07,0:38:145,0.127,0,1
63.054,0:38:160,0.155,0,1
63.051,0:38:166,0.188,0,1
63.057,0:38:178,0.226,0,1
63.08,0:38:193,0.289,0,1
63.11,0:38:199,0.357,0,1
63.152,0:38:211,0.405,0,1
63.225,0:38:217,0.476,0,1
63.294,0:38:232,0.522,0,1
63.373,0:38:238,0.544,0,1
63.495,0:38:250,0.605,0,1
63.598,0:38:256,0.658,0,1
63.71,0:38:271,0.687,0,1
63.87,0:38:277,0.723,0,1
63.996,0:38:292,0.742,0,1
64.129,0:38:298,0.757,0,1
