speedKMH,currentTime,throttle,brake,clutch
0.002,0:22:557,0.432,0,1
0.002,0:22:566,0.461,0,1
0.002,0:22:581,0.505,0,1
0.002,0:22:587,0.534,0,1
0.002,0:22:599,0.576,0,1
0.002,0:22:611,0.602,0,1
0.002,0:22:617,0.626,0,1
0.002,0:22:629,0.65,0,1
0.002,0:22:638,0.672,0,1
0.002,0:22:650,0.709,0,1
0.002,0:22:656,0.747,0,1
0.002,0:22:671,0.77,0,1
0.002,0:22:677,0.8,0,1
0.002,0:22:689,0.816,0,1
0.002,0:22:701,0.825,0,1
0.002,0:22:707,0.85,0,1
0.002,0:22:722,0.86,0,1
0.002,0:22:728,0.866,0,1
0.002,0:22:740,0.874,0,1
0.002,0:22:746,0.876,0,1
0.002,0:22:761,0.878,0,1
0.002,0:22:767,0.876,0,1
0.002,0:22:779,0.866,0,1
0.002,0:22:791,0.855,0,1
0.002,0:22:797,0.831,0,1
0.002,0:22:812,0.806,0,1
0.002,0:22:818,0.774,0,1
0.002,0:22:830,0.733,0,1
0.002,0:22:836,0.661,0,1
0.002,0:22:851,0.607,0,1
0.002,0:22:857,0.547,0,1
0.002,0:22:869,0.454,0,1
0.001,0:22:875,0.406,0,1
0.001,0:22:887,0.351,0,1
0.001,0:22:902,0.305,0,1
0.001,0:22:908,0.279,0,1
0.001,0:22:920,0.233,0,1
0.001,0:22:926,0.219,0,1
0.001,0:22:941,0.191,0,1
0.001,0:22:953,0.152,0,1
0.001,0:22:959,0.111,0,1
0.001,0:22:971,0.083,0,1
0.001,0:22:977,0.047,0,1
0.001,0:22:992,0.029,0,1
0.001,0:22:998,0,0,1
0.001,0:23:010,0,0,1
0.001,0:23:016,0,0,1
0.001,0:23:031,0,0,1
0.001,0:23:043,0,0,1
0.001,0:23:049,0,0,1
0.001,0:23:061,0,0,1
0.001,0:23:067,0,0,1
0.001,0:23:082,0,0,1
0.001,0:23:088,0,0,1
0.001,0:23:100,0,0,1
0.001,0:23:106,0,0,1
0.001,0:23:121,0,0,1
0.001,0:23:127,0,0.033,1
0.001,0:23:139,0,0.053,1
0.001,0:23:145,0,0.068,1
0.001,0:23:160,0,0.091,1
0.001,0:23:172,0,0.106,1
0.001,0:23:178,0,0.123,1
0.001,0:23:190,0,0.147,1
0.001,0:23:196,0,0.179,1
0.001,0:23:211,0,0.19,1
0.001,0:23:217,0,0.235,1
0.001,0:23:229,0,0.269,1
0.001,0:23:241,0,0.326,1
0.001,0:23:250,0,0.368,1
0.001,0:23:262,0,0.435,1
0.001,0:23:268,0,0.478,1
0.001,0:23:280,0,0.544,1
0.001,0:23:289,0,0.587,1
0.001,0:23:301,0,0.625,1
0.001,0:23:307,0,0.681,1
0.001,0:23:319,0,0.715,1
0.001,0:23:325,0,0.747,1
0.001,0:23:340,0,0.788,1
0.001,0:23:352,0,0.813,1
0.001,0:23:358,0,0.834,1
0.001,0:23:373,0,0.863,1
0.001,0:23:379,0,0.877,1
0.001,0:23:391,0,0.894,1
0.001,0:23:397,0,0.897,1
0.001,0:23:409,0,0.897,1
0.001,0:23:418,0,0.897,1
0.001,0:23:430,0,0.897,1
0.001,0:23:442,0,0.896,1
0.001,0:23:448,0,0.892,1
0.001,0:23:463,0,0.887,1
0.001,0:23:469,0,0.88,1
0.001,0:23:481,0,0.858,1
0.001,0:23:487,0,0.837,1
0.001,0:23:499,0,0.794,1
0.001,0:23:508,0,0.762,1
0.001,0:23:520,0,0.728,1
0.001,0:23:526,0,0.693,1
0.001,0:23:541,0,0.656,1
0.001,0:23:547,0,0.597,1
0.001,0:23:559,0,0.538,1
0.001,0:23:571,0,0.479,1
0.001,0:23:577,0,0.439,1
0.001,0:23:592,0,0.402,1
0.001,0:23:598,0,0.385,1
0.001,0:23:610,0,0.329,1
0.001,0:23:616,0,0.28,1
0.001,0:23:631,0,0.249,1
0.001,0:23:637,0,0.205,1
0.001,0:23:649,0,0.179,1
0.001,0:23:661,0,0.167,1
0.001,0:23:670,0,0.134,1
0.001,0:23:682,0,0.104,1
0.001,0:23:688,0,0.086,1
0.001,0:23:700,0,0.06,1
0.001,0:23:706,0,0.043,1
0.002,0:23:721,0,0.028,1
0.002,0:23:727,0,0,1
0.002,0:23:739,0,0,1
0.002,0:23:751,0,0,1
0.002,0:23:760,0.022,0,1
0.002,0:23:772,0.026,0,1
0.002,0:23:778,0.031,0,1
0.002,0:23:790,0.039,0,1
0.002,0:23:796,0.05,0,1
0.002,0:23:811,0.059,0,1
0.002,0:23:817,0.078,0,1
0.002,0:23:829,0.085,0,1
0.002,0:23:844,0.107,0,1
0.002,0:23:850,0.124,0,1
0.002,0:23:862,0.149,0,1
0.002,0:23:868,0.168,0,1
0.002,0:23:883,0.197,0,1
0.002,0:23:889,0.217,0,1
0.002,0:23:901,0.253,0,1
0.002,0:23:907,0.28,0,1
0.002,0:23:919,0.327,0,1
0.002,0:23:925,0.362,0,1
0.002,0:23:940,0.404,0,1
0.002,0:23:946,0.45,0,1
0.002,0:23:958,0.518,0,1
0.002,0:23:970,0.561,0,1
0.002,0:23:979,0.619,0,1
0.002,0:23:991,0.667,0,1
0.002,0:23:997,0.697,0,1
0.002,0:24:009,0.723,0,1
0.002,0:24:018,0.745,0,1
0.002,0:24:030,0.772,0,1
0.002,0:24:036,0.786,0,1
0.002,0:24:048,0.801,0,1
0.002,0:24:063,0.817,0,1
0.002,0:24:069,0.828,0,1
0.002,0:24:081,0.841,0,1
0.002,0:24:087,0.859,0,1
0.002,0:24:099,0.875,0,1
0.002,0:24:108,0.89,0,1
0.002,0:24:120,0.898,0,1
0.002,0:24:126,0.904,0,1
0.002,0:24:138,0.909,0,1
0.002,0:24:144,0.909,0,1
0.002,0:24:159,0.908,0,1
0.002,0:24:171,0.905,0,1
0.002,0:24:177,0.898,0,1
0.002,0:24:189,0.891,0,1
0.002,0:24:198,0.883,0,1
0.002,0:24:210,0.873,0,1
0.002,0:24:216,0.864,0,1
0.002,0:24:228,0.862,0,1
0.002,0:24:243,0.85,0,1
0.002,0:24:249,0.842,0,1
0.002,0:24:261,0.831,0,1
0.002,0:24:267,0.817,0,1
0.002,0:24:282,0.789,0,1
0.002,0:24:285,0.764,0,1
0.002,0:24:300,0.716,0,1
0.002,0:24:306,0.677,0,1
0.002,0:24:318,0.632,0,1
0.002,0:24:333,0,0,1
0.001,0:24:339,0,0,1
0.001,0:24:351,0,0,1
0.001,0:24:357,0,0,1
0.002,0:24:369,0,0,1
0.002,0:24:378,0,0,1
0.002,0:24:390,0,0,1
0.001,0:24:396,0,0,1
0.001,0:24:408,0,0,1
0.001,0:24:423,0,0,1
0.001,0:24:429,0,0,1
0.001,0:24:441,0,0,1
0.001,0:24:447,0,0,1
0.001,0:24:462,0,0,1
0.001,0:24:468,0,0,1
0.001,0:24:480,0,0,1
0.001,0:24:486,0,0,1
0.001,0:24:498,0,0,1
0.001,0:24:507,0,0,1
0.001,0:24:519,0,0.026,1
0.001,0:24:531,0,0.04,1
0.001,0:24:537,0,0.05,1
0.001,0:24:549,0,0.057,1
0.096,0:24:558,0,0.075,1
0.097,0:24:570,0,0.098,1
0.095,0:24:573,0,0.123,1
0.09,0:24:588,0,0.141,1
0.085,0:24:603,0,0.166,1
0.082,0:24:609,0,0.204,1
0.08,0:24:621,0,0.235,1
0.079,0:24:627,0,0.267,1
0.078,0:24:642,0,0.317,1
0.077,0:24:648,0,0.354,1
0.076,0:24:660,0,0.412,1
0.075,0:24:672,0,0.469,1
0.075,0:24:678,0,0.488,1
0.075,0:24:687,0,0.541,1
0.075,0:24:699,0,0.595,1
0.075,0:24:711,0,0.627,1
0.074,0:24:717,0,0.671,1
0.075,0:24:729,0,0.698,1
0.075,0:24:738,0,0.723,1
0.075,0:24:750,0,0.745,1
0.075,0:24:762,0,0.774,1
0.075,0:24:768,0,0.791,1
0.075,0:24:777,0,0.806,1
0.075,0:24:789,0,0.815,1
0.076,0:24:801,0,0.818,1
0.076,0:24:807,0,0.818,1
0.076,0:24:822,0,0.818,1
0.076,0:24:828,0,0.818,1
0.076,0:24:840,0,0.817,1
0.077,0:24:846,0,0.813,1
0.077,0:24:858,0,0.812,1
0.077,0:24:867,0,0.805,1
0.077,0:24:879,0,0.793,1
0.078,0:24:891,0,0.777,1
0.078,0:24:897,0,0.747,1
0.078,0:24:909,0,0.721,1
0.204,0:24:918,0.023,0.696,1
0.379,0:24:930,0.028,0.666,1
0.529,0:24:933,0.037,0.62,1
0.69,0:24:948,0.045,0.57,1
0.79,0:24:963,0.051,0.536,1
0.88,0:24:969,0.057,0.501,1
0.964,0:24:981,0.059,0.484,1
1.067,0:24:987,0.067,0.434,1
1.067,0:25:002,0.074,0.38,1
0.915,0:25:005,0.076,0.363,1
0.639,0:25:020,0.087,0.296,1
0.409,0:25:026,0.09,0.279,1
0.094,0:25:041,0.096,0.247,1
0.169,0:25:047,0.105,0.2,1
0.168,0:25:059,0.115,0.159,1
0.199,0:25:065,0.118,0.149,1
0.258,0:25:077,0.13,0.111,1
0.237,0:25:092,0.145,0.08,1
0.194,0:25:098,0.149,0.07,1
0.169,0:25:110,0.174,0.033,1
0.177,0:25:116,0.189,0,1
0.215,0:25:128,0.207,0,1
0.218,0:25:137,0.245,0,1
0.216,0:25:149,0.258,0,1
0.254,0:25:155,0.296,0,1
0.318,0:25:170,0.328,0,1
0.343,0:25:182,0.369,0,1
0.358,0:25:188,0.404,0,1
0.392,0:25:200,0.404,0,1
0.458,0:25:206,0.498,0,1
0.503,0:25:221,0.52,0,1
0.548,0:25:224,0.567,0,1
0.588,0:25:239,0.663,0,1
0.661,0:25:251,0.728,0,1
0.72,0:25:260,0.764,0,1
0.755,0:25:269,0.781,0,1
0.819,0:25:278,0.822,0,1
0.892,0:25:290,0.844,0,1
0.956,0:25:299,0.873,0,1
1.017,0:25:311,0.884,0,1
1.094,0:25:317,0.893,0,1
1.142,0:25:329,0.901,0,1
1.211,0:25:338,0.909,0,1
1.283,0:25:350,0.919,0,1
1.355,0:25:356,0.929,0,1
1.392,0:25:368,0.937,0,1
1.488,0:25:374,0.943,0,1
1.517,0:25:389,0.943,0,1
1.612,0:25:401,0.96,0,1
1.675,0:25:407,0.966,0,1
1.746,0:25:419,0.976,0,1
1.797,0:25:428,0.979,0,1
1.891,0:25:437,0.991,0,1
1.944,0:25:446,1,0,1
2.01,0:25:458,1,0,1
2.085,0:25:467,1,0,1
2.154,0:25:479,1,0,1
2.211,0:25:491,1,0,1
2.294,0:25:497,1,0,1
2.33,0:25:509,1,0,1
2.414,0:25:518,1,0,1
2.474,0:25:530,1,0,1
2.556,0:25:536,1,0,1
2.633,0:25:551,1,0,1
2.674,0:25:557,1,0,1
2.754,0:25:569,1,0,1
2.815,0:25:575,1,0,1
2.893,0:25:590,1,0,1
2.952,0:25:596,1,0,1
3.012,0:25:605,1,0,1
3.071,0:25:614,1,0,1
3.131,0:25:629,0.993,0,1
3.208,0:25:641,0.96,0,1
3.283,0:25:647,0.913,0,1
3.337,0:25:659,0.853,0,1
3.389,0:25:665,0.805,0,1
3.454,0:25:677,0.723,0,1
3.498,0:25:686,0.662,0,1
3.539,0:25:698,0.631,0,1
3.587,0:25:707,0.5,0,1
3.62,0:25:719,0.432,0,1
3.645,0:25:731,0.33,0,1
3.674,0:25:737,0.237,0,1
3.688,0:25:752,0.213,0,1
3.701,0:25:758,0.178,0,1
3.712,0:25:770,0.144,0,1
3.733,0:25:776,0.114,0,1
3.748,0:25:791,0.104,0,1
3.766,0:25:797,0.067,0,1
3.778,0:25:809,0.047,0,1
3.793,0:25:821,0.027,0,1
3.812,0:25:827,0,0,1
3.826,0:25:842,0,0,1
3.839,0:25:845,0,0,1
3.858,0:25:860,0,0,1
3.867,0:25:866,0,0,1
3.891,0:25:881,0,0,1
3.905,0:25:887,0,0.022,1
3.897,0:25:899,0,0.042,1
3.877,0:25:905,0,0.057,1
3.828,0:25:917,0,0.08,1
3.78,0:25:932,0,0.098,1
3.716,0:25:938,0,0.116,1
3.601,0:25:950,0,0.149,1
3.491,0:25:956,0,0.174,1
3.358,0:25:971,0,0.219,1
3.146,0:25:977,0,0.27,1
3.014,0:25:989,0,0.27,1
2.654,0:26:001,0,0.351,1
2.385,0:26:010,0,0.395,1
2.084,0:26:013,0,0.462,1
1.76,0:26:028,0,0.506,1
1.414,0:26:040,0,0.551,1
0.924,0:26:049,0,0.619,1
0.54,0:26:061,0,0.663,1
0.047,0:26:064,0,0.705,1
0.267,0:26:079,0,0.765,1
0.454,0:26:085,0,0.825,1
0.518,0:26:100,0,0.863,1
0.489,0:26:106,0,0.863,1
0.335,0:26:118,0,0.937,1
0.124,0:26:130,0,0.986,1
0.205,0:26:139,0,1,1
0.403,0:26:151,0,1,1
0.578,0:26:157,0,1,1
0.703,0:26:169,0,1,1
0.658,0:26:178,0,1,1
0.037,0:26:190,0,1,1
0.021,0:26:196,0,1,1
0.009,0:26:208,0,1,1
0.016,0:26:223,0,1,1
0.022,0:26:229,0,1,1
0.032,0:26:241,0,1,1
0.04,0:26:247,0,1,1
0.045,0:26:259,0,1,1
0.049,0:26:268,0,1,1
0.053,0:26:280,0,1,1
0.056,0:26:286,0,1,1
0.058,0:26:298,0,1,1
0.06,0:26:307,0,1,1
0.061,0:26:319,0,1,1
0.062,0:26:331,0,1,1
0.063,0:26:337,0,0.989,1
0.064,0:26:352,0,0.966,1
0.116,0:26:358,0.023,0.94,1
0.262,0:26:370,0.03,0.91,1
0.398,0:26:373,0.041,0.861,1
0.431,0:26:388,0.049,0.825,1
0.369,0:26:403,0.058,0.772,1
0.26,0:26:409,0.064,0.735,1
0.132,0:26:421,0.07,0.696,1
0.041,0:26:427,0.074,0.659,1
0.088,0:26:442,0.083,0.58,1
0.078,0:26:448,0.086,0.54,1
0.015,0:26:460,0.089,0.501,1
0.054,0:26:466,0.092,0.483,1
0.222,0:26:481,0.097,0.407,1
0.282,0:26:487,0.1,0.37,1
0.285,0:26:499,0.103,0.317,1
0.24,0:26:505,0.105,0.282,1
0.168,0:26:517,0.106,0.267,1
0.083,0:26:532,0.112,0.204,1
0.086,0:26:538,0.113,0.189,1
0.128,0:26:550,0.117,0.149,1
0.142,0:26:556,0.12,0.123,1
0.129,0:26:571,0.126,0.09,1
0.118,0:26:577,0.128,0.068,1
0.117,0:26:589,0.13,0.06,1
0.155,0:26:601,0.135,0.03,1
0.177,0:26:607,0.138,0,1
0.194,0:26:622,0.147,0,1
0.193,0:26:628,0.152,0,1
0.222,0:26:640,0.156,0,1
0.25,0:26:646,0.158,0,1
0.268,0:26:661,0.159,0,1
0.273,0:26:667,0.162,0,1
0.291,0:26:679,0.164,0,1
0.324,0:26:691,0.174,0,1
0.343,0:26:700,0.183,0,1
0.349,0:26:706,0.189,0,1
0.366,0:26:718,0.215,0,1
0.388,0:26:730,0.254,0,1
0.412,0:26:736,0.281,0,1
0.436,0:26:751,0.328,0,1
0.464,0:26:757,0.364,0,1
0.493,0:26:769,0.412,0,1
0.524,0:26:781,0.462,0,1
0.564,0:26:790,0.546,0,1
0.598,0:26:802,0.632,0,1
0.638,0:26:808,0.687,0,1
0.698,0:26:820,0.761,0,1
0.728,0:26:829,0.783,0,1
0.788,0:26:841,0.823,0,1
0.852,0:26:847,0.888,0,1
0.903,0:26:859,0.912,0,1
0.971,0:26:865,0.94,0,1
1.021,0:26:877,0.956,0,1
1.076,0:26:886,0.968,0,1
1.126,0:26:898,0.978,0,1
1.208,0:26:913,0.992,0,1
1.25,0:26:919,1,0,1
1.332,0:26:931,1,0,1
1.38,0:26:937,1,0,1
1.423,0:26:949,1,0,1
1.489,0:26:958,1,0,1
1.563,0:26:970,1,0,1
1.619,0:26:973,1,0,1
1.672,0:26:988,1,0,1
1.747,0:27:003,0.994,0,1
1.797,0:27:009,0.986,0,1
1.856,0:27:021,0.975,0,1
1.904,0:27:027,0.952,0,1
1.979,0:27:042,0.922,0,1
2.025,0:27:045,0.898,0,1
2.094,0:27:060,0.847,0,1
2.123,0:27:066,0.847,0,1
2.19,0:27:081,0.784,0,1
2.246,0:27:087,0.706,0,1
2.285,0:27:099,0.615,0,1
2.32,0:27:105,0.546,0,1
2.364,0:27:117,0.472,0,1
2.393,0:27:132,0.352,0,1
2.411,0:27:138,0.271,0,1
2.43,0:27:150,0.19,0,1
2.439,0:27:156,0.086,0,1
2.454,0:27:171,0.03,0,1
2.476,0:27:177,0,0,1
2.486,0:27:189,0,0,1
2.502,0:27:195,0,0,1
2.514,0:27:210,0,0,1
2.535,0:27:213,0,0,1
2.55,0:27:228,0,0,1
2.568,0:27:240,0,0,1
2.58,0:27:246,0,0,1
2.596,0:27:261,0,0,1
2.615,0:27:267,0,0,1
2.629,0:27:279,0,0,1
2.641,0:27:285,0,0,1
2.661,0:27:300,0,0.026,1
2.666,0:27:306,0,0.035,1
2.63,0:27:318,0,0.065,1
2.565,0:27:330,0,0.086,1
2.5,0:27:339,0,0.137,1
2.412,0:27:351,0,0.152,1
2.294,0:27:357,0,0.184,1
2.11,0:27:369,0,0.233,1
1.925,0:27:378,0,0.274,1
1.641,0:27:390,0,0.343,1
1.369,0:27:396,0,0.415,1
1.07,0:27:408,0,0.466,1
0.635,0:27:414,0,0.541,1
0.409,0:27:429,0,0.567,1
0.039,0:27:441,0,0.644,1
0.302,0:27:447,0,0.691,1
0.379,0:27:462,0,0.762,1
0.348,0:27:468,0,0.806,1
0.181,0:27:477,0,0.868,1
0.124,0:27:486,0,0.906,1
0.291,0:27:498,0,0.942,1
0.515,0:27:507,0,0.988,1
0.606,0:27:519,0,1,1
0.589,0:27:525,0,1,1
0.041,0:27:537,0,1,1
0.046,0:27:549,0,1,1
0.02,0:27:558,0,1,1
0.01,0:27:570,0,1,1
0.019,0:27:576,0,1,1
0.028,0:27:591,0,1,1
0.038,0:27:597,0,1,1
0.043,0:27:609,0,1,1
0.048,0:27:615,0,1,1
0.053,0:27:630,0,1,1
0.055,0:27:642,0,1,1
0.057,0:27:648,0,1,1
0.059,0:27:660,0,1,1
0.061,0:27:669,0,1,1
0.063,0:27:681,0,1,1
0.064,0:27:687,0,1,1
0.116,0:27:699,0.031,1,1
0.26,0:27:708,0.051,1,1
0.393,0:27:717,0.089,1,1
0.423,0:27:732,0.119,1,1
0.385,0:27:738,0.135,1,1
0.25,0:27:753,0.189,1,1
0.125,0:27:759,0.254,1,1
0.03,0:27:771,0.28,1,1
0.067,0:27:777,0.366,1,1
0.078,0:27:789,0.428,1,1
0.009,0:27:798,0.523,1,1
0.143,0:27:810,0.584,1,1
0.271,0:27:816,0.673,1,1
0.398,0:27:831,0.726,1,1
0.537,0:27:837,0.795,1,1
0.607,0:27:849,0.835,1,1
0.637,0:27:861,0.87,1,1
0.613,0:27:867,0.911,1,1
0.558,0:27:882,0.932,1,1
0.486,0:27:885,0.95,1,1
0.392,0:27:900,0.968,1,1
0.354,0:27:906,0.972,1,1
0.31,0:27:921,0.982,1,1
0.314,0:27:927,0.982,1,1
0.355,0:27:939,0.977,1,1
0.409,0:27:945,0.973,1,1
0.505,0:27:957,0.95,1,1
0.585,0:27:966,0.925,1,1
0.659,0:27:978,0.892,1,1
0.729,0:27:990,0.85,1,1
0.74,0:27:999,0.767,1,1
0.701,0:28:011,0.669,1,1
0.573,0:28:017,0.596,1,1
0.441,0:28:029,0.52,1,1
0.304,0:28:038,0.444,1,1
0.184,0:28:050,0.33,1,1
0.075,0:28:053,0.226,1,1
0.039,0:28:068,0.166,1,1
0.029,0:28:083,0.112,1,1
0.025,0:28:089,0.066,1,1
0.054,0:28:101,0.028,1,1
0.13,0:28:107,0,1,1
0.197,0:28:119,0,1,1
0.257,0:28:125,0,1,1
0.306,0:28:140,0,1,1
0.305,0:28:146,0,1,1
0.249,0:28:158,0.042,1,1
0.177,0:28:167,0.074,1,1
0.1,0:28:179,0.136,1,1
0.042,0:28:191,0.191,1,1
0.037,0:28:197,0.256,1,1
0.031,0:28:212,0.368,1,1
0.025,0:28:218,0.407,1,1
0.096,0:28:230,0.525,1,1
0.225,0:28:236,0.633,1,1
0.326,0:28:251,0.694,1,1
0.444,0:28:257,0.769,1,1
0.489,0:28:269,0.79,1,1
0.542,0:28:275,0.842,1,1
0.545,0:28:290,0.866,1,1
0.518,0:28:302,0.885,1,1
0.48,0:28:308,0.889,1,1
0.425,0:28:320,0.886,1,1
0.39,0:28:326,0.88,1,1
0.367,0:28:341,0.871,1,1
0.354,0:28:347,0.849,1,1
0.363,0:28:359,0.828,1,1
0.392,0:28:365,0.806,1,1
0.449,0:28:380,0.766,1,1
0.481,0:28:389,0.752,1,1
0.54,0:28:398,0.7,1,1
0.57,0:28:410,0.637,1,1
0.558,0:28:416,0.565,1,1
0.496,0:28:431,0.514,1,1
0.418,0:28:437,0.465,1,1
0.325,0:28:449,0.416,1,1
0.231,0:28:455,0.369,1,1
0.125,0:28:470,0.326,1,1
0.068,0:28:476,0.272,1,1
0.033,0:28:488,0.237,1,1
0.024,0:28:500,0.227,1,1
0.043,0:28:509,0.213,1,1
0.093,0:28:521,0.2,1,1
0.161,0:28:527,0.199,1,1
0.211,0:28:539,0.212,1,1
0.251,0:28:548,0.231,1,1
0.271,0:28:560,0.257,1,1
0.256,0:28:566,0.291,1,1
0.218,0:28:578,0.331,1,1
0.154,0:28:593,0.405,1,1
0.113,0:28:599,0.491,1,1
0.091,0:28:611,0.551,1,1
0.103,0:28:617,0.615,1,1
0.146,0:28:629,0.706,1,1
0.235,0:28:638,0.761,1,1
0.316,0:28:650,0.811,1,1
0.402,0:28:653,0.874,1,1
0.512,0:28:668,0.921,1,1
0.579,0:28:683,0.943,1,1
0.629,0:28:689,0.96,1,1
0.654,0:28:701,0.966,1,1
0.645,0:28:707,0.972,1,1
0.607,0:28:722,0.968,1,1
0.538,0:28:725,0.949,1,1
0.482,0:28:740,0.928,1,1
0.447,0:28:746,0.914,1,1
0.395,0:28:761,0.865,1,1
0.376,0:28:773,0.827,1,1
0.381,0:28:779,0.767,1,1
0.41,0:28:791,0.699,1,1
0.44,0:28:797,0.651,1,1
0.469,0:28:806,0.626,1,1
0.488,0:28:818,0.576,1,1
0.492,0:28:830,0.471,1,1
0.457,0:28:839,0.419,1,1
0.395,0:28:851,0.369,1,1
0.286,0:28:857,0.301,1,1
0.225,0:28:869,0.281,1,1
0.09,0:28:878,0.216,1,1
0.035,0:28:890,0.205,1,1
0.035,0:28:896,0.181,1,1
0.043,0:28:908,0.174,1,1
0.027,0:28:917,0.176,1,1
0.047,0:28:929,0.187,1,1
0.112,0:28:935,0.196,1,1
0.213,0:28:947,0.26,1,1
0.278,0:28:962,0.305,1,1
0.321,0:28:968,0.359,1,1
0.332,0:28:980,0.454,1,1
0.317,0:28:986,0.488,1,1
0.265,0:29:001,0.589,1,1
0.21,0:29:007,0.684,1,1
0.185,0:29:019,0.741,1,1
0.183,0:29:025,0.791,1,1
0.205,0:29:040,0.835,1,1
0.268,0:29:046,0.888,1,1
0.334,0:29:058,0.913,1,1
0.438,0:29:070,0.938,1,1
0.519,0:29:076,0.946,1,1
0.594,0:29:091,0.943,1,1
0.657,0:29:097,0.938,1,1
0.699,0:29:109,0.933,1,1
0.695,0:29:118,0.91,1,1
0.65,0:29:130,0.872,1,1
0.555,0:29:133,0.819,1,1
0.446,0:29:148,0.776,1,1
0.395,0:29:160,0.752,1,1
0.307,0:29:169,0.67,1,1
0.263,0:29:181,0.606,1,1
0.244,0:29:184,0.538,1,1
0.254,0:29:199,0.4,1,1
0.275,0:29:205,0.332,1,1
0.309,0:29:220,0.236,1,1
0.323,0:29:226,0.236,1,1
0.327,0:29:238,0.144,1,1
0.299,0:29:247,0.061,1,1
0.219,0:29:259,0,1,1
0.142,0:29:271,0,1,1
0.05,0:29:277,0,1,1
0.047,0:29:292,0,1,1
0.067,0:29:298,0,1,1
0.053,0:29:310,0,1,1
0.016,0:29:316,0,1,1
0.073,0:29:328,0,1,1
0.19,0:29:337,0,1,1
0.246,0:29:349,0,1,1
0.343,0:29:361,0,1,1
0.351,0:29:367,0,1,1
0.311,0:29:382,0,1,1
0.205,0:29:388,0,1,1
0.112,0:29:400,0,1,1
0.021,0:29:406,0,1,1
0.014,0:29:421,0,1,1
0.007,0:29:427,0,1,1
0.019,0:29:439,0,1,1
0.03,0:29:445,0,1,1
0.037,0:29:460,0,1,1
0.042,0:29:469,0,1,1
0.048,0:29:478,0,1,1
0.051,0:29:490,0,1,1
0.054,0:29:499,0,0.975,1
0.056,0:29:511,0,0.928,1
0.058,0:29:517,0,0.877,1
0.06,0:29:529,0,0.841,1
0.061,0:29:538,0,0.801,1
0.062,0:29:550,0,0.762,1
0.062,0:29:556,0,0.703,1
0.063,0:29:568,0,0.642,1
0.064,0:29:583,0,0.602,1
0.064,0:29:589,0,0.582,1
0.064,0:29:601,0,0.541,1
0.059,0:29:607,0,0.462,1
0.051,0:29:619,0,0.405,1
0.044,0:29:628,0,0.368,1
0.034,0:29:640,0,0.319,1
0.026,0:29:646,0,0.287,1
0.022,0:29:658,0,0.27,1
0.023,0:29:673,0,0.227,1
0.024,0:29:679,0,0.184,1
0.02,0:29:691,0,0.159,1
0.012,0:29:697,0,0.121,1
0.009,0:29:709,0,0.098,1
0.01,0:29:718,0,0.078,1
0.012,0:29:730,0,0.048,1
0.016,0:29:733,0,0,1
0.019,0:29:748,0,0,1
0.012,0:29:763,0,0,1
